date,team1,score1,team2,score2,forfeit,overtime
2026-09-10,Smith-Cotton,,Blue Springs South,,False,False
2026-09-10,Osage,,Bolivar,,False,False
2026-09-10,Bayless,,Brentwood,,False,False
2026-09-10,Winfield,,Canton,,False,False
2026-09-10,Gateway Science Charter,,Cardinal Ritter,,False,False
2026-09-10,Monett,,Carthage,,False,False
2026-09-10,Farmington,,Central (Cape Girardeau),,False,False
2026-09-10,Lebanon,,Central (Springfield),,False,False
2026-09-10,Blue Springs,,Central (St. Joseph),,False,False
2026-09-10,Metro,,Collegiate School of Med-Bio Science with McKinley Classical Leadership,,False,False
2026-09-10,Greenwood,,Crocker,,False,False
2026-09-10,Fredericktown,,Dexter,,False,False
2026-09-10,Parkway West,,Eureka,,False,False
2026-09-10,Smithville,,Excelsior Springs,,False,False
2026-09-10,Helias Catholic,,Father Tolton,,False,False
2026-09-10,Pattonville,,Fox,,False,False
2026-09-10,Troy Buchanan,,Francis Howell,,False,False
2026-09-10,Cristo Rey,,Frontier School of Excellence Charter,,False,False
2026-09-10,Capital City,,Ft. Zumwalt North,,False,False
2026-09-10,Francis Howell North,,Ft. Zumwalt West,,False,False
2026-09-10,Missouri Military Academy,,Fulton,,False,False
2026-09-10,Branson,,Glendale,,False,False
2026-09-10,Van Horn,,Grandview,,False,False
2026-09-10,St. Paul Lutheran (Concordia),,Green Ridge with Cole Camp,,False,False
2026-09-10,St. Francis Borgia,,Hillsboro,,False,False
2026-09-10,Smithton,,Iberia,,False,False
2026-09-10,Fatima,,Jefferson City,,False,False
2026-09-10,Ladue Horton Watkins,,John Burroughs,,False,False
2026-09-10,Fair Grove,,Joplin,,False,False
2026-09-10,Parkview,,Kickapoo,,False,False
2026-09-10,Mehlville,,Lafayette (Wildwood),,False,False
2026-09-10,Francis Howell Central,,Liberty (Wentzville),,False,False
2026-09-10,East (Kansas City),,Lincoln College Prep,,False,False
2026-09-10,Pleasant Hill,,Lone Jack,,False,False
2026-09-10,Lindbergh,,Marquette,,False,False
2026-09-10,Kearney,,Maryville,,False,False
2026-09-10,University City,,McCluer North,,False,False
2026-09-10,Boonville,,Mexico,,False,False
2026-09-10,St. Mary's South Side,,MICDS,,False,False
2026-09-10,Kirksville,,Moberly,,False,False
2026-09-10,Logan-Rogersville,,New Heights Christian with McAuley Catholic,,False,False
2026-09-10,Sullivan,,North County,,False,False
2026-09-10,Lee's Summit West,,North Kansas City,,False,False
2026-09-10,Washington,,North Point,,False,False
2026-09-10,Kennett,,Notre Dame (Cape Girardeau),,False,False
2026-09-10,Cameron,,Oak Grove,,False,False
2026-09-10,Winnetonka,,Oak Park,,False,False
2026-09-10,Savannah,,Odessa,,False,False
2026-09-10,St. Charles,,Orchard Farm,,False,False
2026-09-10,Liberty North,,Ozark,,False,False
2026-09-10,Laquey with Richland,,Pacific,,False,False
2026-09-10,Clayton,,Parkway Central,,False,False
2026-09-10,Webster Groves,,Parkway South,,False,False
2026-09-10,St. Dominic,,Priory,,False,False
2026-09-10,Ewing Marion Kauffman with University Academy Charter,,Raytown South,,False,False
2026-09-10,Northwest (Cedar Hill),,Republic,,False,False
